Genus,Species,TreeDiameter,Region
Fagaceae,Castanopsis fargesii,0.474,China
Fagaceae,Castanopsis fargesii,0.525,China
Fagaceae,Castanopsis fargesii,0.46,China
Fagaceae,Castanopsis fissa,0.446,China
Fagaceae,Castanopsis fissa,0.446,China
Fagaceae,Castanopsis fissa,0.49,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis fissa,0.416,China
Fagaceae,Castanopsis fissa,0.425,China
Fagaceae,Castanopsis fordii,0.465,China
Fagaceae,Castanopsis fordii,0.45,China
Fagaceae,Castanopsis formosana,0.68,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis hainanensis,0.678,China
Fagaceae,Castanopsis hainanensis,0.634,China
Fagaceae,Castanopsis hainanensis,0.63,China
Fagaceae,Castanopsis hullettii,0.58,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis hystrix,0.631,China
Fagaceae,Castanopsis hystrix,0.48,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis hystrix,0.584,China
Fagaceae,Castanopsis indica,0.577,China
Fagaceae,Castanopsis indica,0.583,China
Fagaceae,Castanopsis indica,0.603,China
Fagaceae,Castanopsis indica,0.62,China
Fagaceae,Castanopsis inermis,0.55,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis javanica,0.55,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis javanica,0.5,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis kawakamii,0.59,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis lamontii,0.489,China
Fagaceae,Castanopsis lamontii,0.469,China
Fagaceae,Castanopsis lucida,0.53,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis malaccensis,0.6,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis megacarpa,0.61,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis megacarpa,0.65,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis mottleyana,0.81,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis mottleyana,0.48,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis nephelioides,0.52,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis orthacantha,0.53,China
Fagaceae,Castanopsis pachycarpa,0.69,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis philippinensis,0.66,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis platyacantha,0.4,China
Fagaceae,Castanopsis rhamnifolia,0.65,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis sclerophylla,0.437,China
Fagaceae,Castanopsis sclerophylla,0.512,China
Fagaceae,Castanopsis sclerophylla,0.428,China
Fagaceae,Castanopsis scortechinii,0.62,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis sumatrana,0.78,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis tibetana,0.536,China
Fagaceae,Castanopsis tribuloides,0.51,South+AC0-East Asia (tropical)
Fagaceae,Castanopsis tribuloides,0.68,China
Fagaceae,Castanopsis tungurrut,0.61,South+AC0-East Asia (tropical)
Fabaceae,Castanospermum australe,0.596,Australia/PNG (tropical)
Fabaceae,Castanospermum australe,0.65,Australia/PNG (tropical)
Fabaceae,Castanospermum australe,0.63,Australia/PNG (tropical)
Sapindaceae,Castanospora alphandii,0.607,Australia/PNG (tropical)
Moraceae,Castilla elastica,0.315,Central America (tropical)
Moraceae,Castilla elastica,0.82,South America (tropical)
Casuarinaceae,Casuarina cristata,0.994,Australia/PNG (tropical)
Casuarinaceae,Casuarina cristata,0.935,Australia
Casuarinaceae,Casuarina cristata,0.994,Australia/PNG (tropical)
Casuarinaceae,Casuarina cunninghamiana,0.615,Australia/PNG (tropical)
Casuarinaceae,Casuarina cunninghamiana,0.771,Australia/PNG (tropical)
Casuarinaceae,Casuarina cunninghamiana,0.71,Australia
Casuarinaceae,Casuarina equisetifolia,0.63,Australia/PNG (tropical)
Casuarinaceae,Casuarina equisetifolia,0.827,Australia/PNG (tropical)
Casuarinaceae,Casuarina equisetifolia,0.96,India
Casuarinaceae,Casuarina equisetifolia,0.79,South+AC0-East Asia (tropical)
Casuarinaceae,Casuarina equisetifolia,0.84,South+AC0-East Asia (tropical)
Casuarinaceae,Casuarina equisetifolia,0.83,South+AC0-East Asia (tropical)
Casuarinaceae,Casuarina equisetifolia,0.835,Australia/PNG (tropical)
Casuarinaceae,Casuarina equisetifolia,0.758,South+AC0-East Asia (tropical)
Casuarinaceae,Casuarina glauca,0.827,Australia/PNG (tropical)
Casuarinaceae,Casuarina glauca,0.71,Australia/PNG (tropical)
Casuarinaceae,Casuarina junghuhniana,0.9,South+AC0-East Asia (tropical)
Casuarinaceae,Casuarina nodiflora,0.85,Oceania
Casuarinaceae,Casuarina oligodon,0.7,South+AC0-East Asia (tropical)
Casuarinaceae,Casuarina papuana,0.835,Australia/PNG (tropical)
Casuarinaceae,Casuarina pauper,1.102,Australia
Casuarinaceae,Casuarina pauper,0.843,Australia
Casuarinaceae,Casuarina torulosa,0.8,South+AC0-East Asia
Bignoniaceae,Catalpa bignonioides,0.361,South America (extratropical)
Bignoniaceae,Catalpa bignonioides,0.38,Africa (tropical)
Bignoniaceae,Catalpa bungei,0.52,China
Bignoniaceae,Catalpa duclouxii,0.406,China
Bignoniaceae,Catalpa duclouxii,0.392,China
Bignoniaceae,Catalpa longissima,0.77,South America (tropical)
Bignoniaceae,Catalpa longissima,0.6,South America (tropical)
Bignoniaceae,Catalpa longissima,0.8,South America (tropical)
Bignoniaceae,Catalpa speciosa,0.38,NorthAmerica
Celastraceae,Catha edulis,0.646,Africa (extratropical)
Pinaceae,Cathaya argyrophylla,0.614,China
Pinaceae,Cathaya argyrophylla,0.562,China
Malvaceae,Catostemma albuquerquei,0.69,South America (tropical)
Malvaceae,Catostemma altsonii,0.49,South America (tropical)
Malvaceae,Catostemma cavalcantei,0.56,South America (tropical)
Malvaceae,Catostemma commune,0.51,South America (tropical)
Malvaceae,Catostemma commune,0.508,South America (tropical)
Malvaceae,Catostemma commune,0.56,South America (tropical)
Malvaceae,Catostemma commune,0.5,South America (tropical)
Malvaceae,Catostemma fragrans,0.61,South America (tropical)
Malvaceae,Catostemma fragrans,0.517,South America (tropical)
Malvaceae,Catostemma fragrans,0.5,South America (tropical)
Malvaceae,Catostemma fragrans,0.67,South America (tropical)
Malvaceae,Catostemma indet,0.55,South America (tropical)
Malvaceae,Catostemma sclerophyllum,0.69,South America (tropical)
Rubiaceae,Catunaregam obovata,0.814,Africa (extratropical)
Rubiaceae,Catunaregam spinosa,0.688,South+AC0-East Asia (tropical)
Malvaceae,Cavanillesia hylogeiton,0.13,South America (tropical)
Malvaceae,Cavanillesia platanifolia,0.12,Central America (tropical)
Malvaceae,Cavanillesia platanifolia,0.6,South America (tropical)
Malvaceae,Cavanillesia umbellata,0.12,South America (extratropical)
Malvaceae,Cavanillesia umbellata,0.2,South America (tropical)
Malvaceae,Cavanillesia umbellata,0.13,South America (tropical)
Rhamnaceae,Ceanothus cuneatus,0.7,NorthAmerica
Rhamnaceae,Ceanothus oliganthus,0.67,NorthAmerica
Urticaceae,Cecropia concolor,0.15,South America (tropical)
Urticaceae,Cecropia engleriana,0.49,South America (tropical)
Urticaceae,Cecropia ficifolia,0.266,South America (tropical)
Urticaceae,Cecropia glaziovi,0.41,South America (extratropical)
Urticaceae,Cecropia hololeuca,0.43,South America (extratropical)
Urticaceae,Cecropia insignis,0.326,Central America (tropical)
Urticaceae,Cecropia insignis,0.309,Central America (tropical)
Urticaceae,Cecropia latiloba,0.33,South America (tropical)
Urticaceae,Cecropia membranacea,0.36,South America (tropical)
Urticaceae,Cecropia membranacea,0.3,South America (tropical)
Urticaceae,Cecropia obtusa,0.29,South America (tropical)
Urticaceae,Cecropia obtusa,0.33,South America (tropical)
Urticaceae,Cecropia obtusifolia,0.26,Central America (tropical)
Urticaceae,Cecropia obtusifolia,0.232,South America (extratropical)
Urticaceae,Cecropia obtusifolia,0.43,Mexico
Urticaceae,Cecropia pachystachya,0.41,South America (extratropical)
Urticaceae,Cecropia peltata,0.31,South America (tropical)
Urticaceae,Cecropia peltata,0.3,Central America (tropical)
Urticaceae,Cecropia peltata,0.29,Central America (tropical)
Urticaceae,Cecropia peltata,0.3,South America (tropical)
Urticaceae,Cecropia purpurascens,0.43,South America (extratropical)
Urticaceae,Cecropia purpurascens,0.21,South America (tropical)
Urticaceae,Cecropia sciadophylla,0.44,South America (extratropical)
Urticaceae,Cecropia sciadophylla,0.474,South America (tropical)
Urticaceae,Cecropia sciadophylla,0.42,South America (tropical)
Urticaceae,Cecropia sciadophylla,0.31,South America (tropical)
Urticaceae,Cecropia sciadophylla,0.379,South America (tropical)
Urticaceae,Cecropia sciadophylla,0.33,South America (tropical)
Urticaceae,Cecropia sciadophylla,0.355,South America (tropical)
Meliaceae,Cedrela angustifolia,0.36,South America (tropical)
Meliaceae,Cedrela fissilis,0.55,South America (extratropical)
Meliaceae,Cedrela fissilis,0.55,South America (tropical)
Meliaceae,Cedrela fissilis,0.42,South America (tropical)
Meliaceae,Cedrela fissilis,0.473,South America (extratropical)
Meliaceae,Cedrela fissilis,0.34,South America (tropical)
Meliaceae,Cedrela indet,0.41,South America (tropical)
Meliaceae,Cedrela indet,0.45,South America (tropical)
Meliaceae,Cedrela lilloi,0.401,South America (extratropical)
Meliaceae,Cedrela microcarpa,0.51,South+AC0-East Asia (tropical)
Meliaceae,Cedrela montana,0.34,South America (tropical)
Meliaceae,Cedrela multijuga,0.496,South+AC0-East Asia (tropical)
Meliaceae,Cedrela oaxacensis,0.41,Central America (tropical)
Meliaceae,Cedrela odorata,0.44,South America (tropical)
Meliaceae,Cedrela odorata,0.66,South America (tropical)
Meliaceae,Cedrela odorata,0.43,Central America (tropical)
Meliaceae,Cedrela odorata,0.34,Central America (tropical)
Meliaceae,Cedrela odorata,0.45,Central America (tropical)
Meliaceae,Cedrela odorata,0.42,South America (tropical)
Meliaceae,Cedrela odorata,0.379,South America (tropical)
Meliaceae,Cedrela odorata,0.39,South America (tropical)
Meliaceae,Cedrela odorata,0.38,South America (tropical)
Meliaceae,Cedrela odorata,0.536,South America (extratropical)
Meliaceae,Cedrela odorata,0.601,South America (extratropical)
Meliaceae,Cedrela odorata,0.48,Mexico
Meliaceae,Cedrela odorata,0.41,South America (tropical)
Meliaceae,Cedrela odorata,0.34,South America (tropical)
Meliaceae,Cedrela serrata,0.39,South+AC0-East Asia (tropical)
Meliaceae,Cedrela sureni,0.32,South+AC0-East Asia (tropical)
Meliaceae,Cedrela tonduzii,0.36,Central America (tropical)
Meliaceae,Cedrela toona,0.56,India
Fabaceae,Cedrelinga cateniformis,0.47,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.46,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.53,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.65,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.593,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.45,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.465,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.52,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.7,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.44,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.43,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.37,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.529,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.46,South America (tropical)
Fabaceae,Cedrelinga cateniformis,0.49,South America (tropical)
Rutaceae,Cedrelopsis grevei,0.792,Africa (tropical)
Pinaceae,Cedrus atlantica,0.44,Europe
Pinaceae,Cedrus deodara,0.47,India
Malvaceae,Ceiba aesculifolia,0.48,Mexico
Malvaceae,Ceiba boliviana,0.26,South America (extratropical)
Malvaceae,Ceiba chodatii,0.198,South America (extratropical)
Malvaceae,Ceiba erianthos,0.2,South America (extratropical)
Malvaceae,Ceiba glaziovii,0.59,South America (extratropical)
Malvaceae,Ceiba insignis,0.27,South America (tropical)
Malvaceae,Ceiba insignis,0.189,South America (extratropical)
Malvaceae,Ceiba insignis,0.3,South America (tropical)
Malvaceae,Ceiba pentandra,0.253,South America (tropical)
Malvaceae,Ceiba pentandra,0.28,South America (tropical)
Malvaceae,Ceiba pentandra,0.24,Central America (tropical)
Malvaceae,Ceiba pentandra,0.22,Central America (tropical)
Malvaceae,Ceiba pentandra,0.23,Central America (tropical)
Malvaceae,Ceiba pentandra,0.489,South America (tropical)
Malvaceae,Ceiba pentandra,0.33,South America (tropical)
Malvaceae,Ceiba pentandra,0.344,South America (tropical)
Malvaceae,Ceiba pentandra,0.51,South America (tropical)
Malvaceae,Ceiba pentandra,0.29,South America (tropical)
Malvaceae,Ceiba pentandra,0.365,South America (tropical)
Malvaceae,Ceiba pentandra,0.38,Mexico
Malvaceae,Ceiba pentandra,0.32,South America (tropical)
Malvaceae,Ceiba pentandra,0.32,South America (tropical)
Malvaceae,Ceiba pentandra,0.52,South America (tropical)
Malvaceae,Ceiba pentandra,0.21,South America (tropical)
Malvaceae,Ceiba pentandra,0.392,Central America (tropical)
Malvaceae,Ceiba pentandra,0.17,South+AC0-East Asia (tropical)
Malvaceae,Ceiba pentandra,0.28,South+AC0-East Asia
Malvaceae,Ceiba pentandra,0.258,Africa (tropical)
Malvaceae,Ceiba pentandra,0.25,Africa (tropical)
Malvaceae,Ceiba pentandra,0.301,Africa (tropical)
Malvaceae,Ceiba pentandra,0.26,Africa (tropical)
Malvaceae,Ceiba pentandra,0.354,Africa (tropical)
Malvaceae,Ceiba pentandra,0.284,Africa (tropical)
Malvaceae,Ceiba pentandra,0.217,Africa (tropical)
Malvaceae,Ceiba pentandra,0.282,Africa (tropical)
Malvaceae,Ceiba pentandra,0.283,Africa (tropical)
Malvaceae,Ceiba pentandra,0.285,Africa (tropical)
Malvaceae,Ceiba pentandra,0.297,Africa (tropical)
Malvaceae,Ceiba pentandra,0.332,Africa (tropical)
Malvaceae,Ceiba pentandra,0.276,Africa (tropical)
Malvaceae,Ceiba pentandra,0.25,Africa (tropical)
Malvaceae,Ceiba samauma,0.83,South America (extratropical)
Malvaceae,Ceiba samauma,0.57,South America (tropical)
Malvaceae,Ceiba samauma,0.56,South America (tropical)
Malvaceae,Ceiba samauma,0.32,South America (tropical)
Malvaceae,Ceiba speciosa,0.56,South America (extratropical)
Malvaceae,Ceiba speciosa,0.224,South America (extratropical)
Malvaceae,Ceiba trichistandra,0.32,South America (tropical)
Euphorbiaceae,Celaenodendron mexicanum,0.94,Mexico
Cannabaceae,Celtis adolfi+AC0-friderici,0.47,South+AC0-East Asia
Cannabaceae,Celtis adolfi+AC0-fridericii,0.615,Africa (tropical)
Cannabaceae,Celtis adolfi+AC0-fridericii,0.508,Africa (tropical)
Cannabaceae,Celtis adolfi+AC0-fridericii,0.621,Africa (tropical)
Cannabaceae,Celtis africana,0.619,Africa (tropical)
Cannabaceae,Celtis australis,0.55,South+AC0-East Asia
Cannabaceae,Celtis brieyi,0.607,Africa (tropical)
Cannabaceae,Celtis durandii,0.45,South+AC0-East Asia
Cannabaceae,Celtis ehrenbergiana,0.688,South America (extratropical)
Cannabaceae,Celtis gomphophylla,0.603,Africa (tropical)
Cannabaceae,Celtis gomphophylla,0.465,Africa (tropical)
Cannabaceae,Celtis gomphophylla,0.637,Africa (tropical)
Cannabaceae,Celtis iguanaea,0.77,South America (extratropical)
Cannabaceae,Celtis iguanaea,0.54,South America (extratropical)
Cannabaceae,Celtis indet,0.59,Africa (tropical)
Cannabaceae,Celtis kajewskii,0.491,Australia/PNG (tropical)
Cannabaceae,Celtis laevigata,0.47,NorthAmerica
Cannabaceae,Celtis latifolia,0.42,South+AC0-East Asia (tropical)
Cannabaceae,Celtis luzonica,0.55,South+AC0-East Asia (tropical)
Cannabaceae,Celtis mildbraedii,0.603,Africa (tropical)
Cannabaceae,Celtis mildbraedii,0.63,Africa (tropical)
Cannabaceae,Celtis mildbraedii,0.588,Africa (tropical)
Cannabaceae,Celtis mildbraedii,0.76,Africa (extratropical)
Cannabaceae,Celtis mildbraedii,0.586,Africa (tropical)
Cannabaceae,Celtis mildbraedii,0.508,Africa (tropical)
Cannabaceae,Celtis mildbraedii,0.648,Africa (tropical)
Cannabaceae,Celtis nymanii,0.491,Australia/PNG (tropical)
Cannabaceae,Celtis occidentalis,0.49,NorthAmerica
Cannabaceae,Celtis paniculata,0.607,Australia/PNG (tropical)
Cannabaceae,Celtis paniculata,0.5,South+AC0-East Asia (tropical)
Cannabaceae,Celtis philippensis,0.719,Australia/PNG (tropical)
Cannabaceae,Celtis philippensis,0.68,Africa (tropical)
Cannabaceae,Celtis philippensis,0.69,South+AC0-East Asia (tropical)
Cannabaceae,Celtis philippensis,0.723,Africa (tropical)
Cannabaceae,Celtis philippinensis,0.611,Australia/PNG (tropical)
Cannabaceae,Celtis prantlii,0.6,Africa (tropical)
Cannabaceae,Celtis prantlii,0.79,Africa (extratropical)
Cannabaceae,Celtis prantlii,0.619,Africa (tropical)
Cannabaceae,Celtis rigescens,0.49,South+AC0-East Asia (tropical)
Cannabaceae,Celtis schippii,0.62,South America (tropical)
Cannabaceae,Celtis schippii,0.59,South America (tropical)
Cannabaceae,Celtis schippii,0.58,South America (tropical)
Cannabaceae,Celtis schippii,0.674,South America (tropical)
Cannabaceae,Celtis sinensis,0.58,China
Cannabaceae,Celtis sinensis,0.552,China
Cannabaceae,Celtis tessmannii,0.523,Africa (tropical)
Cannabaceae,Celtis tessmannii,0.689,Africa (tropical)
Cannabaceae,Celtis tessmannii,0.704,Africa (tropical)
Cannabaceae,Celtis tessmannii,0.71,Africa (tropical)
Cannabaceae,Celtis tetrandra,0.52,South+AC0-East Asia (tropical)
Cannabaceae,Celtis timorensis,0.58,South+AC0-East Asia (tropical)
Cannabaceae,Celtis yunnanensis,0.549,China
Cannabaceae,Celtis yunnanensis,0.517,China
Cannabaceae,Celtis zenkeri,0.6,Africa (tropical)
Cannabaceae,Celtis zenkeri,0.62,Africa (tropical)
Cannabaceae,Celtis zenkeri,0.619,Africa (tropical)
Cannabaceae,Celtis zenkeri,0.537,Africa (tropical)
Cannabaceae,Celtis zenkeri,0.635,Africa (tropical)
Cannabaceae,Celtis zenkeri,0.64,Africa (tropical)
Fabaceae,Cenostigma macrophyllum,0.97,South America (extratropical)
Fabaceae,Cenostigma tocantinum,0.84,South America (extratropical)
Fabaceae,Centrolobium microchaete,0.85,South America (extratropical)
Fabaceae,Centrolobium microchaete,0.58,South America (tropical)
Fabaceae,Centrolobium microchaete,0.33,South America (tropical)
Fabaceae,Centrolobium ochroxylum,0.73,South America (tropical)
Fabaceae,Centrolobium ochroxylum,0.65,South America (tropical)
Fabaceae,Centrolobium paraense,0.69,South America (tropical)
Fabaceae,Centrolobium paraense,0.73,South America (tropical)
Fabaceae,Centrolobium paraense,0.65,South America (tropical)
Fabaceae,Centrolobium paraense,0.766,South America (tropical)
Fabaceae,Centrolobium paraense,0.7,South America (tropical)
Fabaceae,Centrolobium paraense,0.73,South America (tropical)
Fabaceae,Centrolobium patinense,0.65,South+AC0-East Asia
Fabaceae,Centrolobium robustum,0.73,South America (tropical)
Fabaceae,Centrolobium robustum,0.65,South America (tropical)
Fabaceae,Centrolobium robustum,0.724,South America (extratropical)
Fabaceae,Centrolobium tomentosum,0.75,South America (extratropical)
Fabaceae,Centrolobium tomentosum,0.58,South America (tropical)
Euphorbiaceae,Cephalomappa malloticarpa,0.51,South+AC0-East Asia (tropical)
Myristicaceae,Cephalosphaera usambarensis,0.379,Africa (extratropical)
Myristicaceae,Cephalosphaera usambarensis,0.48,Africa (extratropical)
Cephalotaxaceae,Cephalotaxus fortunei,0.542,China
Cephalotaxaceae,Cephalotaxus fortunei,0.522,China
Rosaceae,Cerasus cerasoides,0.634,South+AC0-East Asia (tropical)
Cunoniaceae,Ceratopetalum apetalum,0.517,Australia
Cunoniaceae,Ceratopetalum apetalum,0.514,Australia
Cunoniaceae,Ceratopetalum apetalum,0.538,Australia/PNG (tropical)
Cunoniaceae,Ceratopetalum succirubrum,0.531,Australia/PNG (tropical)
Cunoniaceae,Ceratopetalum succirubrum,0.517,Australia/PNG (tropical)
Cunoniaceae,Ceratopetalum succirubrum,0.538,Australia/PNG (tropical)
Cunoniaceae,Ceratopetalum succirubrum,0.57,South+AC0-East Asia (tropical)
Cunoniaceae,Ceratopetalum virchowii,0.61,Australia/PNG (tropical)
Cunoniaceae,Ceratopetalum virchowii,0.605,Australia/PNG (tropical)
Cunoniaceae,Ceratopetalum virchowii,0.65,Australia/PNG (tropical)
Apocynaceae,Cerbera floribunda,0.525,Australia/PNG (tropical)
Apocynaceae,Cerbera floribunda,0.39,South+AC0-East Asia (tropical)
Apocynaceae,Cerbera floribunda,0.387,Australia/PNG (tropical)
Apocynaceae,Cerbera inflata,0.38,Australia/PNG (tropical)
Apocynaceae,Cerbera inflata,0.443,Australia/PNG (tropical)
Apocynaceae,Cerbera inflata,0.443,Australia/PNG (tropical)
Apocynaceae,Cerbera manghas,0.38,South+AC0-East Asia (tropical)
Apocynaceae,Cerbera odollam,0.32,South+AC0-East Asia (tropical)
Apocynaceae,Cerbera odollam,0.28,South+AC0-East Asia (tropical)
Cercidiphyllaceae,Cercidiphyllum japonicum,0.439,China
Cercidiphyllaceae,Cercidiphyllum japonicum,0.417,China
Fabaceae,Cercis canadensis,0.65,South+AC0-East Asia
Fabaceae,Cercis siliquastrum,0.602,South America (extratropical)
Rosaceae,Cercocarpus betuloides,0.8,NorthAmerica
Rhizophoraceae,Ceriops candolleana,0.79,South+AC0-East Asia (tropical)
Rhizophoraceae,Ceriops decandra,0.77,South+AC0-East Asia (tropical)
Rhizophoraceae,Ceriops tagal,0.883,Australia/PNG (tropical)
Rhizophoraceae,Ceriops tagal,0.883,Australia/PNG (tropical)
Rhizophoraceae,Ceriops tagal,0.883,Australia/PNG (tropical)
Rhizophoraceae,Ceriops tagal,0.78,South+AC0-East Asia (tropical)
Rhizophoraceae,Ceriops tagal,0.758,South+AC0-East Asia (tropical)
Santalaceae,Cervantesia colombiana,0.6,South+AC0-East Asia
Ochnaceae,Cespedesia macrophylla,0.63,South America (tropical)
Ochnaceae,Cespedesia macrophylla,0.545,Central America (tropical)
Ochnaceae,Cespedesia spathulata,0.723,South America (tropical)
Ochnaceae,Cespedesia spathulata,0.61,South America (tropical)
Ochnaceae,Cespedesia spathulata,0.54,South America (tropical)
Ochnaceae,Cespedesia spathulata,0.58,South America (tropical)
Euphorbiaceae,Chaetocarpus castanocarpus,0.81,South+AC0-East Asia (tropical)
Euphorbiaceae,Chaetocarpus castanocarpus,0.76,South+AC0-East Asia (tropical)
Euphorbiaceae,Chaetocarpus castanocarpus,0.68,South+AC0-East Asia (tropical)
Euphorbiaceae,Chaetocarpus schomburgkianus,0.8,South America (tropical)
Euphorbiaceae,Chaetocarpus schomburgkianus,0.715,South America (tropical)
Euphorbiaceae,Chaetocarpus schomburgkianus,0.9,South America (tropical)
Fabaceae,Chamaecrista adiantifolia,0.975,South America (tropical)
Fabaceae,Chamaecrista adiantifolia,0.689,South America (tropical)
Fabaceae,Chamaecrista apoucouita,0.947,South America (tropical)
Fabaceae,Chamaecrista apoucouita,0.9,South America (tropical)
Fabaceae,Chamaecrista scleroxylon,0.9,South America (tropical)
Fabaceae,Chamaecrista scleroxylon,1.01,South America (tropical)
Cupressaceae,Chamaecyparis indet,0.484,China
Cupressaceae,Chamaecyparis indet,0.5,China
Cupressaceae,Chamaecyparis lawsoniana,0.39,NorthAmerica
Cupressaceae,Chamaecyparis lawsoniana,0.41,South+AC0-East Asia
Cupressaceae,Chamaecyparis nootkatensis,0.42,NorthAmerica
Cupressaceae,Chamaecyparis obtusa,0.49,South+AC0-East Asia (tropical)
Cupressaceae,Chamaecyparis thyoides,0.31,NorthAmerica
Cupressaceae,Chamaecyparis thyoides,0.45,South+AC0-East Asia
Opiliaceae,Champereia manillana,0.69,South+AC0-East Asia (tropical)
Olacaceae,Chaunochiton kappleri,0.517,South America (tropical)
Olacaceae,Chaunochiton kappleri,0.529,South America (tropical)
Olacaceae,Chaunochiton kappleri,0.52,South America (tropical)
Olacaceae,Chaunochiton loranthoides,0.77,South America (tropical)
Euphorbiaceae,Cheilosa malayana,0.56,South+AC0-East Asia (tropical)
Bignoniaceae,Chilopsis linearis,0.6,South+AC0-East Asia
Rubiaceae,Chimarrhis cymosa,0.71,South America (tropical)
Rubiaceae,Chimarrhis hookeri,0.71,South America (tropical)
Rubiaceae,Chimarrhis microcarpa,0.689,South America (tropical)
Rubiaceae,Chimarrhis turbinata,0.74,South America (tropical)
Rubiaceae,Chimarrhis turbinata,0.65,South America (tropical)
Rubiaceae,Chimarrhis turbinata,0.77,South America (tropical)
Oleaceae,Chionanthus brassii,0.667,Australia/PNG (tropical)
Oleaceae,Chionanthus celebicus,0.66,South+AC0-East Asia (tropical)
Oleaceae,Chionanthus cuspidata,0.66,South+AC0-East Asia (tropical)
Oleaceae,Chionanthus ligustrinus,0.81,South America (tropical)
Oleaceae,Chionanthus ligustrinus,0.9,South America (tropical)
Oleaceae,Chionanthus macrocarpa,0.66,South+AC0-East Asia (tropical)
Oleaceae,Chionanthus macrocarpa,0.4,South+AC0-East Asia (tropical)
Oleaceae,Chionanthus pauciflora,0.58,South+AC0-East Asia (tropical)
Oleaceae,Chionanthus ramiflora,0.74,China
Oleaceae,Chionanthus ramiflora,0.759,China
Oleaceae,Chionanthus ramiflora,0.67,South+AC0-East Asia (tropical)
Oleaceae,Chionanthus ramiflora,0.776,China
Oleaceae,Chionanthus ramiflora,0.82,China
Oleaceae,Chionanthus ramiflora,0.667,Australia/PNG (tropical)
Oleaceae,Chionanthus ramiflorus,0.753,Australia/PNG (tropical)
Oleaceae,Chionanthus ramiflorus,0.753,Australia/PNG (tropical)
Meliaceae,Chisocheton ceramicus,0.45,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton cumingianus,0.545,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton indet,0.508,Australia/PNG (tropical)
Meliaceae,Chisocheton longistipitatus,0.469,Australia/PNG (tropical)
Meliaceae,Chisocheton macrophyllus,0.46,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton macrophyllus,0.43,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton macrothyrsus,0.37,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton patens,0.46,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton patens,0.5,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton pentandrus,0.55,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton pentandrus,0.46,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton rigidus,0.68,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton sarawakanus,0.6,South+AC0-East Asia (tropical)
Meliaceae,Chisocheton schumannii,0.508,Australia/PNG (tropical)
Lauraceae,Chlorocardium rodiei,0.88,South America (tropical)
Lauraceae,Chlorocardium rodiei,0.84,South America (tropical)
Lauraceae,Chlorocardium rodiei,0.855,South America (tropical)
Lauraceae,Chlorocardium rodiei,0.904,South America (tropical)
Lauraceae,Chlorocardium rodiei,0.835,South America (tropical)
Lauraceae,Chlorocardium rodiei,0.86,South America (tropical)
Fabaceae,Chloroleucon mangense,0.99,Mexico
Fabaceae,Chloroleucon tenuiflorum,0.51,South America (extratropical)
Fabaceae,Chloroleucon tenuiflorum,0.473,South America (extratropical)
Fabaceae,Chloroleucon vinhatico,0.52,South America (tropical)
Rutaceae,Chloroxylon swietenia,0.85,South+AC0-East Asia (tropical)
Rutaceae,Chloroxylon swietenia,0.8,Africa (tropical)
Rutaceae,Chloroxylon swietenia,0.814,Madagascar
